"date","text","who"
2015-08-28,"PAUL: Well, thank you very much. I would like to thank Ted for co-sponsoring my bill, audit the Fed. And I think it's precisely because of the arrogance of someone like Ben Bernanke, who now calls us all know-nothings, that is precisely why we need audit the Fed. I think it is really very much a huge problem that an organization as powerful as the Fed comes in, lobbies against them being audited on the Hill. I would prevent them lobbying Congress. I don't think the Fed should be involved with lobbying us. I think we should examine how the Fed has really been part of the problem. You want to study income inequality, let's bring the Fed forward and talk about Fed policy and how it causes income inequality. Let's also bring the Fed forward and have them explain how they caused the housing boom and the crisis, and what they've done to make us better or worse. I think the Fed has been a great problem in our society. What you need to do is free up interest rates. Interest rates are the price of money, and we shouldn't have price controls on the price of money. ","PAUL"
2015-08-28,"CARSON: Well, first of all, I was wrong about taking the oil subsidy. I have studied that issue in great detail. And what I have concluded is that the best policy is to get rid of all government subsidies, and get the government out of our lives, and let people rise and fall based on how good they are. And <U+FFFD> you know, all of this too big to fail stuff and picking and choosing winners and losers <U+FFFD> this is a bunch of crap, and it is really causing a great deal of <U+FFFD> great deal of problems for our society right now. And <U+FFFD> and <U+FFFD> you know, it goes back to the whole concept of regulations, which are in everything. The reason that I <U+FFFD> I hate them so much is because every single regulation costs in terms of goods and services. That cost gets passed on to the people. Now, who are the people who are hurt by that? It's poor people and middle class. Doesn't hurt rich people if their bar of soap goes up ten cents, but it hurts the poor and the middle class. And Bernie Sanders will tell them that it's because of the rich. Well, I'll tell you something","CARSON"
2015-08-28,"HUCKABEE: I don't think it's so much about when the government orders a corporation to do something. In fact, that's part of the problem. If you saw that blimp that got cut loose from Maryland today, it's a perfect example of government. I mean, what we had was something the government made <U+FFFD> basically a bag of gas <U+FFFD> that cut loose, destroyed everything in its path, left thousands of people powerless, but they couldn't get rid of it because we had too much money invested in it, so we had to keep it. That is our government today. We saw it in the blimp. [applause] That's exactly what we saw. So look, corporations ought to exercise some responsibility. When CEO income has risen 90 percent above the average worker, when the bottom 90 percent of this country's economy has had stagnant wages for the past 40 years, somebody is taking it in the teeth. And it's not the folks on Wall Street. I'm not anti-Wall Street, but I don't believe the government ought to wear a team jersey, pick winners and losers. ","HUCKABEE"
2015-08-28,"HUCKABEE: The government ought to wear a striped shirt and just make sure the game... ","HUCKABEE"
2015-08-28,"HUCKABEE: ...is paid <U+FFFD> played fairly. ","HUCKABEE"
2015-08-28,"HUCKABEE: Now, everybody else has fudged their time and gone over, so please, don't cut me off too quick, Becky. ","HUCKABEE"
2015-08-28,"HUCKABEE: Let me just close it out this way. ","HUCKABEE"
2015-08-28,"HUCKABEE: We need to be focusing on what fixes this country. And I'll tell you one thing that we never talk about <U+FFFD> we haven't talked about it tonight. Why aren't we talking about <U+FFFD> instead of cutting benefits for old people, cutting benefits for sick people <U+FFFD> why don't we say, ""let's cure the four big cost-driving diseases... ","HUCKABEE"
2015-08-28,"HUCKABEE: ...""diabetes, heart disease, cancer and Alzheimer's?"" ","HUCKABEE"
2015-08-28,"HUCKABEE: If you do that, you don't just change the economy, you transform the lives of millions of hurting Americans. ","HUCKABEE"
2015-08-28,"HUCKABEE: Gosh, I'd love for us to talk about something like that. Thank you. ","HUCKABEE"
2015-08-28,"BUSH: Look, the <U+FFFD> the simple fact is that my plan actually gives the middle class the greatest break","BUSH"
2015-08-28,"RUBIO: No, that's <U+FFFD> you're wrong. In fact, the largest after- tax gains is for the people at the lower end of the tax spectrum under my plan. And there's a bunch of things my tax plan does to help them. Number one, you have people in this country that... ","RUBIO"
2015-08-28,"RUBIO: ...you wrote a story on it, and you had to go back and correct it. ","RUBIO"
2015-08-28,"RUBIO: You did. No, you did. [applause] [crosstalk] ","RUBIO"
2015-08-28,"RUBIO: Well, you're talking about <U+FFFD> yeah. ","RUBIO"
2015-08-28,"RUBIO: Yeah, but that <U+FFFD> because the math is, if you <U+FFFD> 5 percent of a million is a lot more than 5 percent of a thousand. So yeah, someone who makes more money... ","RUBIO"
2015-08-28,"RUBIO: ...numerically, it's gonna be higher. But the greatest gains, percentage-wise, for people, are gonna be at the lower end of our plan, and here's why","RUBIO"
2015-08-28,"RUBIO: ...The other thing I'd like to make about our plan, one more point, it is the most pro growth tax plan that I can imagine because it doesn't tax investments at all. You know why? Because the more you tax something, the less of it you get. I want to be in <U+FFFD> I want America to be the best... ","RUBIO"
2015-08-28,"PAUL: ...John... ","PAUL"
2015-08-28,"RUBIO: ...in the world for people... ","RUBIO"
2015-08-28,"PAUL: John, I'd like to address this? John, could I follow up on this? ","PAUL"
2015-08-28,"PAUL: What are the rules on who gets to follow up. How do we decide on who gets to follow up? I've seen plenty of other people follow up? ","PAUL"
2015-08-28,"PAUL: I'd like to just mention something about my tax plan, and how it relates to the discussion... ","PAUL"
2015-08-28,"PAUL: Alright. Much of the discussion is centered over whether or not the different tax plans help, or affect the middle class. In fact, it's the chief argument by democrats against many of the different flat tax proposals. Mine is unique in the sense that my tax plan actually gets rid of the payroll tax as well. It shifts it to the business, and it would allow middle class people to get a tax cut. If you just cut their income tax, there isn't much income tax to cut. Mine actually cuts the payroll tax, and I think it would spread the tax cut across all socioeconomic levels, and would allow then it to be something that would be broadly supported by the public in an election. ","PAUL"
2015-08-28,"CRUZ: Let me say on that... ","CRUZ"
2015-08-28,"CRUZ: ...Rand is exactly right. His plan is a good plan, and I will note that my 10% plan also eliminates the payroll tax, eliminates the death tax, ","CRUZ"
2015-08-28,"CRUZ: ...eliminates the business... [UNKNOWN]","CRUZ"
2015-08-28,"CRUZ: ...income tax... [UNKNOWN]","CRUZ"
2015-08-28,"CRUZ: ...10% flat rate... ","CRUZ"
2015-08-28,"CRUZ: ...is the lowest personal rate any candidate up here has, and what it would also enable us to do is for every citizen to fill out their taxes on a postcard so we can eliminate the IRS. [cheering and pplause] ","CRUZ"
2015-08-28,"KASICH: Well, first of all, we're running a $2 billion dollar surplus, we're not having a revenue problem right now. And, sending mixed signals to kids about drugs is a disaster. Drugs is one of the greatest scourge in this country, and I spent five years of my administration working with my team to do a whole sort of things to try to reign in the problem of overdoses, and it goes on and on. We could do a whole show on that. I want to go back for a second thought on this issue of income inequality. My program would move the 104 programs of the federal Department of Education into four block grants, and send them back to the states because income inequality is driven by a lack of skills when kids don't get what they need to be able to compete and win in this country. The fact is, in order to get this economy moving again, I call for freezing regulations for a year except for the problem of public safety. I believe that we need to cut these taxes down, we need to be on a roadmap to balancing the budget, and we need to send power, money, and influence, the welfare department, the education department, job training, infrastructure, Medicaid, all of that out of Washington back to the states so we can run these programs from where we live to the top, not a one size fits all mentality that they have in Washington. And, that will get to the nub of opportunity for our children, and an ability to see wages rise. Again... [crosstalk] ","KASICH"
2015-08-28,"KASICH: ...One more time, in Ohio, our wages are growing faster than the national average. We've cut taxes, balanced budgets, changed the regulatory environment. Folks, you want to <U+FFFD> ","KASICH"
2015-08-28,"KASICH: <U+FFFD> fix America, this is the formula. It worked for Reagan and it works for our team in Ohio. Thank you. ","KASICH"
2015-08-28,"TRUMP: I'm in favor of people coming into this country legally. And you know what? They can have it anyway you want. You can call it visas, you can call it work permits, you can call it anything you want. I've created tens of thousands of jobs, and in all due respect <U+FFFD> and actually some of these folks I really like a lot <U+FFFD> but I'm the only one that can say that. I have created tens of thousands of jobs, and I'll be creating many millions of jobs if I'm given <U+FFFD> if I'm given the opportunity to be president. As far as Mark is concerned, as far as the visas are concerned, if we need people, they have <U+FFFD> it's fine. They have to come into this country legally. We have a country of borders. We have a country of laws. We have to obey the laws. It's fine if they come in, but they have to come in legally. ","TRUMP"
2015-08-28,"RUBIO: I was mentioned in the question. ","RUBIO"
2015-08-28,"RUBIO: Thank you. Well, I've learned the rules on this. [laughter] Look, in addition to what Donald was saying is we also need to talk about the legal immigration system for permanent residents. Today, we have a legal immigration system for permanent residency that is largely based on whether or not you have a relative living here. And that's the way my parents came legally in 1956. But in 2015, we have a very different economy. Our legal immigration system from now on has to be merit-based. It has to be based on what skills you have, what you can contribute economically, and most important of all, on whether or not you're coming here to become an American, not just live in America, but be an American. ","RUBIO"
2015-08-28,"TRUMP: Yes. ","TRUMP"
2015-08-28,"TRUMP: Or somebody else. Right. ","TRUMP"
2015-08-28,"TRUMP: Yes, I might feel more comfortable. I would say that I would and I have a permit, which is very unusual in New York <U+FFFD> a permit to carry. And I do carry on occasion, sometimes a lot. But I like to be unpredictable so that people don't know exactly... [laughter] ","TRUMP"
2015-08-28,"TRUMP: By the way, unlike our country where we're totally predictable and the enemy, whether it's ISIS or anybody else, they know exactly what we're doing because we have the wrong leadership. [applause] But I feel that the gun-free zones and, you know, when you say that, that's target practice for the sickos and for the mentally ill. That's target. They look around for gun-free zones. You know, we could give you another example <U+FFFD> the Marines, the Army, these wonderful six soldiers that were killed. Two of them were among the most highly decorated <U+FFFD> they weren't allowed on a military base to have guns. And somebody walked in and shot them, killed them. If they had guns, he wouldn't be around very long. I can tell you, there wouldn't have been much damage. So, I think gun-free zones are a catastrophe. They're a feeding frenzy for sick people. ","TRUMP"
2015-08-28,"TRUMP: I would change them. I would change them. ","TRUMP"
2015-08-28,"HUCKABEE: You know, of the few questions I've got, the last one I need is to give him some more time. I love Donald Trump. He is a good man. I'm wearing a Trump tie tonight. Get over that one, OK? [applause] [crosstalk] [","HUCKABEE"
2015-08-28,"HUCKABEE: I don't know. [","HUCKABEE"
2015-08-28,"HUCKABEE: I have no idea. [crosstalk] ","HUCKABEE"
2015-08-28,"TRUMP: Such a nasty <U+FFFD> such a nasty question, but thank you, Governor. ","TRUMP"
2015-08-28,"HUCKABEE: You're welcome. [laughter] Let me tell you, Donald Trump would be a president every day of the week and twice on Sunday, rather than Hillary. I've spent a lifetime in politics fighting the Clinton machine. [applause] You want to talk about what we're going to be up against next year? I'm the only guy on this stage <U+FFFD> you know, everybody has an ""only guy"" <U+FFFD> ""I'm the only guy this; I'm the only guy that."" Well, let me tell you one thing that I am the only guy","HUCKABEE"
2015-08-28,"CHRISTIE: John, I'll tell you something. You want to talk about moral authority. Let's talk about something that happened this week in the news. You know, the FBI director, the president's appointed FBI director has said this week that because of a lack of support from politicians like the president of the United States, that police officers are afraid to get out of their cars; that they're afraid to enforce the law. And he says, the president's appointee, that crime is going up because of this. And when the president of the United States gets out to speak about it, does he support police officers? Does he stand up for law enforcement? No, he doesn't. I'll tell you this, the number one job of the president of the United States is to protect the safety and security of the American people. This president has failed, and when I'm in the Oval Office, police officers will know that they will have the support of the president of the Untied States. That's real moral authority that we need in the Oval Office. ","CHRISTIE"
2015-08-28,"FIORINA: No, the Federal Government should not play a larger role. Look, every time the Federal Government gets engaged in something it gets worse. And then the Government steps in to try and solve the problem and we get a little further down to that progressive vision that Hillary Clinton is talking about. Companies should, if they want to attract the best workers, provide a good set of benefits. But honestly, if you're a small business owner today you are being crushed. We have 400,000 small businesses forming every year in this country. How great is that? They are employing themselves, they are potentially employing others. The bad news is, we have 470,000 going out of business every year. And why? They cite Obamacare. They are refusing to... ","FIORINA"
2015-08-28,"FIORINA: I think it's a wonderful that that businesses start a 401(k). The point I'm making is this, the Federal Government should not be in a lot of things. There is no Constitutional role for the Federal Government in setting up <U+FFFD> retirement plans. There is no Constitutional role for the Federal Government to be setting minimum wages... ","FIORINA"
2015-08-28,"FIORINA: ... The more the Government gets engaged in the economy, the slower the economy becomes. The more the Government gets engaged in the economy, it is demonstrably true... ","FIORINA"
2015-08-28,"FIORINA: ... The more the big, the powerful, the wealthy and the well-connected are advantaged. ","FIORINA"
2015-08-28,"BUSH: We don't need the federal government to be involved in this at all. ","BUSH"
2015-08-28,"BUSH: We don't need the Federal Government to be involved in this, because when they do we create a $1.2 trillion debt. In Florida, we have the lowest in-state tuition of any state, because there's accountability, just as John said. Let the states do this. You'll create a much better graduation rate at a lower cost, and you won't in debt the next generation with recourse debt on their backs. It's always a solution of the left to create more Government from the Federal Government. It is broke, it is not working. [crosstalk] ","BUSH"
2015-08-28,"BUSH: Well, first of all, I'm 7 and 0 in my fantasy league. ","BUSH"
2015-08-28,"BUSH: Gronkowski is still going strong. I have Ryan Tannehill, Marco, as my quarterback, he was 18 for 19 last week. So I'm doing great. But we're not gambling. And I think this has become something that needs to be looked at in terms of regulation. Effectively it is day trading without any regulation at all. And when you have insider information, which apparently has been the case, where people use that information and use big data to try to take advantage of it, there has to be some regulation. If they can't regulate themselves, then the NFL needs to look at just, you know, moving away from them a little bit. And there should be some regulation. I have no clue whether the federal government is the proper place, my instinct is to say, hell no, just about everything about the federal government. [crosstalk] ","BUSH"
2015-08-28,"CHRISTIE: Carl, are we really talking about getting government involved in fantasy football? [laughter] We have <U+FFFD> wait a second, we have $19 trillion in debt. We have people out of work. We have ISIS and al Qaeda attacking us. And we're talking about fantasy football? Can we stop? [applause] How about this? How about we get the government to do what they're supposed to be doing, secure our borders, protect our people, and support American values and American families. Enough on fantasy football. Let people play, who cares? [crosstalk] ","CHRISTIE"
2015-08-28,"CHRISTIE: Well, first off, what we don't do is do what Hillary Clinton and John Kerry and Barack Obama want us to do, which is their solution for everything, put more taxes on it, give more money to Washington, D.C., and then they will fix it. Well, there is no evidence that they can fix anything in Washington, D.C. ","CHRISTIE"
2015-08-28,"CHRISTIE: What we should do is to be investing in all types of energy, John, all types of energy. I've laid out... ","CHRISTIE"
2015-08-28,"CHRISTIE: No, John. John, do you want me to answer or do you want to answer? [laughter] How are we going to do this? [applause] Because, I've got to tell you the truth, even in New Jersey what you're doing is called rude. So... [laughter] We've laid out a national energy plan that says that we should invest in all types of energy. I will tell you, you could win a bet at a bar tonight, since we're talking about fantasy football, if you ask who the top three states in America are that produce solar energy","CHRISTIE"
2015-08-28,"PAUL: The question always is, what works better, the private marketplace or government? And what distributes goods better? It always seems to be the private marketplace does a better job. Is there an area for a safety net? Can you have Medicare or Social Security? Yes. But you ought to acknowledge the government doesn't do a very good job at it. The main problem with Medicare right now is that the average person pays in taxes over their whole lifetime about $100,000. But the average person takes out about $350,000. We have this enormous mismatch because we have smaller and smaller families. When people ask me, whose fault is it? Whose fault is it that Medicare is broken, out of money, that Social Security is broken, out of money? And I say, look, it's not Republicans' fault, it's not Democrats' fault, it's your grandparents' fault for having too many damn kids. [laughter] After the war we had all of these kids, Baby Boomers. Now we're having smaller families. We used to have 16 workers for one retiree, now you have three workers for one retiree. It's not working. I have a bill to fix Medicare. I've a bill to fix Social Security. For both of them you have to gradually raise the age. If you're not willing to do that, nobody wants to do it, but if you're not willing to gradually raise the age, you're not serious about fixing either one of them. ","PAUL"
2015-08-28,"HUCKABEE: Well, and specifically to Medicare, Becky, because 85 percent of the cost of Medicare is chronic disease. The fact is if we don't address what's costing so much, we can't throw enough money at this. And it's why I've continued to focus on the fact that we need to declare war on the four big cost drivers because 80 percent of all medical costs in this country are chronic disease. We don't have a health care crisis in America, we have a health crisis. And until we deal with the health of Americans and do what we did with polio <U+FFFD> when I was a little kid, we eradicated it. You know how much money we spent on polio last year in America? We didn't spend any. We've saved billions of dollars. You want to fix Medicare? Focus on the diseases that are costing us the trillions of dollars. Alzheimers, diabetes, heart disease and cancer. Eradicate those and you fix Medicare and you've fixed America, its economy and you've made people's lives a heck of a lot better. ","HUCKABEE"
2015-08-28,"BUSH: Becky <U+FFFD> ","BUSH"
2015-08-28,"BUSH: <U+FFFD> the governor's absolutely right. But we also need to reform Medicare and Social Security. We can't just allow it to continue on its current path the way that Hillary Clinton wants to do because there'll be major reductions in benefits in the next decade if we do nothing. I have a concrete plan to do just that, which allows people to keep HSAs to encourage savings, it allows for people that are retiring with Social Security to be able to get a minimum of 125 percent of the poverty level so that there is a baseline that in this generous country of ours no one goes below. ","BUSH"
2015-08-28,"TRUMP: Yes, it's very simple. We're going to make a really dynamic economy from what we have right now, which is not at all dynamic. We're going to bring jobs back from Japan, we're going to bring jobs back from China, we're going to bring, frankly, jobs back from Mexico where, as you probably saw, Nabisco is leaving Chicago with one of their biggest plants, and they're moving it to Mexico. We're going to bring jobs and manufacturing back. We're going to cut costs. We're going to save Social Security, and we're going to save Medicare. [","TRUMP"
2015-08-28,"BUSH: You have to reform Social Security, and the simple way to do it is to make sure that the wealthiest don't receive the same benefits as people that are lower-income. And make sure you enhance savings in the private market. The idea of 401(k)s. I have a small business that I set up. It took <U+FFFD> it took an arm and a leg to be able to set up a 401(k). Because of all the federal mandates and federal laws, it was too expensive. We need to incent private savings and make sure that Social Security is protected for those that have it. ","BUSH"
2015-08-28,"KASICH: John. ","KASICH"
2015-08-28,"BUSH: But the idea that you can't <U+FFFD> that you're just gonna grow your way out of this <U+FFFD> I have a plan to grow the economy at 4 percent, but you're gonna have to make adjustments for both Medicare and Social Security. [","BUSH"
2015-08-28,"KASICH: I wanna tell you, in my state, we took Medicaid, the hardest program to control, and we took it from a 10 percent growth rate to 2.5 percent without taking one person off the rolls or cutting one single benefit. And so much of what we did <U+FFFD> to force competition, to use technology, to stand down the special interest groups <U+FFFD> can you imagine taking Medicaid from 10 to 2.5 percent? We can take many of those same procedures, we can apply it to Medicare. We can make a stronger program. But I agree with Jeb, you can't just do this by growing the economy. You can't grow your way out of demographics. But we can give people better health care. And finally, on health care, why don't we start treating <U+FFFD> keep giving... ","KASICH"
2015-08-28,"KASICH: ...incentives for people to keep people healthy, rather than giving the incentives to treat them when they're sick? ","KASICH"
2015-08-28,"PAUL: Say again? ","PAUL"
2015-08-28,"PAUL: You can't do nothing. And that's what I hear from some people, ""we'll do nothing and it will just be fixed."" That's absurd, and I think people who don't want to fix it, really, or unwilling to take the chance to say, ""something has to change,"" are missing the boat here. The age will have to gradually rise, there is no question. It's the only way you fix Medicare, the only way you fix Social Security. You will also have to means-test the benefits and declare there's not enough money. It isn't ""I put money in, I'm getting it back."" There is no money, it's a stack of paper. There is no money in the Social Security account. There is no money in the Medicare account. There's only a promise to pay by the next generation, and the next generation's not big enough to pay it. [crosstalk] [","PAUL"
2015-08-28,"CARSON: About Medicare? ","CARSON"
2015-08-28,"CARSON: Well, first of all the <U+FFFD> the plan gives people the option of <U+FFFD> of opting out. But I think they will see a very good option here. You know, the annual Medicare budget is over $600 billion. And there are 48 million people involved <U+FFFD> 40 million, 65 and over, and 8 million other. Divide that out. That comes out to $12,500 for each one. Now, I can tell you there are a lot of private-sector things that you could do with $12,500, which will get you a lot more than you get from this government program. And that's really a theme of a lot of the things that I'm talking about. How do we utilize our intellect rather than allowing the government to use its, quote, ""intellect,"" in order to help us to be able to live healthier and better lives? It was never intended that the government should be in every aspect of our lives. This is a country that is of, for and by the people. ","CARSON"
2015-08-28,"CHRISTIE: And <U+FFFD> and <U+FFFD> and I <U+FFFD> you know, Ben is absolutely right in saying that what we don't need to do is to send more money to Washington, D.C. to fix this problem. And that's what you'll hear from Hillary Clinton <U+FFFD> and I've already heard from her <U+FFFD> is that, send more money in Social Security, send more money in Medicare taxes, send more money for Medicaid, and that's gonna solve the problem. What we know is we're living longer. That's a blessing. It's a blessing that we're living longer, so we have to increase the retirement age to reflect that blessing. We need to make sure that people understand, as Jeb said before, that if you've done extraordinarily well in this country, do you want them to take more out of your taxes now and think they're gonna give it back to you later? Or would you rather take less later on? ","CHRISTIE"
2015-08-28,"RUBIO: No. No. What I said was that I think that Dr. Carson's ideas are good ideas. They're not my ideas, and I don't necessarily agree with all of them. But this is what you're seeing in the Republican debate that you didn't see in that Democrat debate. You didn't see it for a minute. You didn't see these kind of ideas being batted around, and being batted around in a way that's civil and smart and that's trying to help to inform the voter out there. What you saw was a parade of, ""I'll give you this for free; I'll give you that for free."" Let me tell you, everybody, when they say they want to give it to you for free, keep your hands on your wallets because they're coming to you to pay for it. And that's why I think these ideas up here are great, and that's what we should have is have more discussions like this and less gotcha. [crosstalk] ","RUBIO"
2015-08-28,"RUBIO: I want to take off from that point and argue the same thing. And that is that one of the things you're watching tonight are 11 quality candidates debating an important issue. The Republican Party is blessed to have 11 good candidates, [inaudible] 10 good candidates. The Democrats can't even come up with one. And on this issue of the Medicare in particular, it's important because they're going to demagogue what we're saying here tonight. Everyone up here tonight that's talking about reforms, I think and I know for myself I speak to this, we're all talking about reforms for future generations. Nothing has to change for current beneficiaries. My mother is on Medicare and Social Security. I'm against anything that's bad for my mother. [laughter] So, we're talking about <U+FFFD> we're talking about reform for people like me and people like Senator Cruz, as he talked about earlier, who are years away from retirement that have a way to plan for these changes, and way that's very reasonable. And it's not too much to ask of our generation after everything our parents and our grandparents did for us. ","RUBIO"
2015-08-28,"FIORINA: John, I <U+FFFD> if I <U+FFFD> a lot of people have jumped in here. I'd like to jump in. A lot of people have jumped in here. ","FIORINA"
2015-08-28,"FIORINA: I understand. ","FIORINA"
2015-08-28,"FIORINA: I would just say that... [laughter] ... I would just say this, we've heard a lot of great ideas up here, and I agree with what Senator Rubio said. Every election we talk about this. Every election we talk about Medicare and Social Security reform. It never happens. I would like to start with a basic. Let us actually go to zero- based budgeting so we know where the money is being spent. It's kind of basic. There is a bill sitting in the House that would actually pass and have us go to zero-based budgeting so we know where every dime of your money is being spent instead of only talking about how much more we're going to spend year after year after year. My point is this. While there are lots of good ideas for reform, we have never tackled the basics. And we finally need to tackle the basics to cut this government down to size and hold it accountable. So let's start by knowing where your money is being spent by the federal government. ","FIORINA"
2015-08-28,"PAUL: Liberty thrives when government is small. I want a government so small I can barely see it. I want a government so small that the individual has a chance to thrive and prosper. I think, though, government is too big now. And what you're going to see in Washington this week is establishment Republicans have made an agreement with the president to raise the debt ceiling in an unlimited fashion; no limit to the debt ceiling raise. This is extraordinary. It's extraordinarily wrong. You'll see me on the floor of the Senate tomorrow filibustering this and saying enough is enough, no more debt. ","PAUL"
2015-08-28,"CHRISTIE: I want to talk to the folks at home. I want to ask you","CHRISTIE"
2015-08-28,"CRUZ: You know, everyone here talks about the need to take on Washington. The natural next question is who actually has done so. Who actually has stood up not just to Democrats, but to leaders in our own party? When millions of Americans rose up against Obamacare, I was proud to lead that fight. When millions of Americans rose up against amnesty, I was proud to lead that fight. When millions of Americans rose up against Planned Parenthood, I was proud to lead that fight. If people are promising they're going to take on Washington and cronyism, you need to look to who has been doing it. In my family, my dad fled oppression in Cuba to come to America. Freedom is personal for me, and I will always keep my word and fight for freedom. ","CRUZ"
2015-08-28,"FIORINA: You know, every election we hear a lot of talk. We hear a lot of good plans. We hear actually a lot of good intentions. But somehow for decades, nothing really has changed. What we need now is a proven leader who has produced results. That's how you go from secretary to CEO. You lead and you produce results. I will cut this government down to size and hold it accountable, simplify the tax code, roll back the regulations that have been spewing out of Washington, D.C. for 50 years. I may not be your dream candidate just yet, but I can assure you I am Hillary Clinton's worst nightmare. And in your heart of hearts, you cannot wait to see a debate between Hillary Clinton and Carly Fiorina. I will tell you this, I will beat Hillary Clinton. And with your vote and your support and your prayers, I will lead with the citizens of this great nation the resurgence of this great nation. ","FIORINA"
2015-08-28,"CARSON: I just want to thank all my colleagues here for being civil, and not falling for the traps. And, I also just want to thank the audience for being attentive, and noticing the questions, and the noticing the answers. And, this is what I am finding throughout America. People are waking up because it is going to be us who will determine the direction of our country. And, it was made for we the people, we are the ones who decide who we are, and we should never give away the values and principles that made America into a great nation for the sake of political correctness. [applause] ","CARSON"
2015-08-28,"TRUMP: Our country doesn't win anymore. We used to win, we don't win anymore. We lose on trade. We lose with ISIS. We lose with one of the worst deals I've ever seen negotiated of any kind, that's our recent catastrophe with Iran. We don't win. Let me give you one quick example. These folks, CNBC, they had it down at three, three and a half hours. I just read today in the New York Times, $250,000 for a 30 second ad. I went out and said, it's ridiculous. Nobody <U+FFFD> I could stand up here all night. Nobody wants to watch three and a half, or three hours. It was a back sacrifice, and I have to hand it to Ben. We called Ben, he was with me 100%. We called in, we said, that's it. We're not doing it. They lost a lot of money, everybody said it couldn't be done. Everybody said it was going to be three hours, three and a half, including them, and in about two minutes I renegotiated it so we can get the hell out of here. Not bad. [applause] ","TRUMP"
2015-08-28,"TRUMP: And, I'll do that with the country. We will make America great again. And, thank you everybody. Just for the record. ","TRUMP"
2015-08-28,"TRUMP: That's not right. That is absolutely not right. You know that. That is not right. [","TRUMP"
2015-08-28,"RUBIO: You know, America doesn't owe me anything. I have a debt to America I'll never repay. This isn't just the country I was born in, this is the nation that literally changed the history of my family. My parents in this country were able to give me the chance to do all the things they never did. We call that the American Dream, although, it's built on the universal dream of a better life. The fact that it's happened for so many people here throughout our history, that's what makes us special. But, now for millions of Americans, it's slipping away. And, we have a government and leaders in government that are completely out of touch, and that's why I'm running for president. Because we can't just save the American Dream, we can expand it to reach more people, and change more lives than ever before. And, that's why tonight I'm asking you for your vote. ","RUBIO"
2015-08-28,"BUSH: America's at a crossroads. The D.C. politicians continue to make things worse. I have a proven record of success, 32 years in business, and 8 years as Governor of the state of Florida. I will change the culture in Washington, just as I changed the culture in Tallahassee. I will do so in a way that will bring people together. We need a unifier, not a cynical divider in chief, and that's exactly what I will do. Imagine a country where people are lifted out of poverty again. Imagine a country where the middle class can get rising income again. I know we can do this because we're still the most extraordinary country on the face of the Earth. ","BUSH"
2015-08-28,"HUCKABEE: You know, I know to a lot of people in the media, this is just a great big game, and we're the players. And, we come out here, and we do our thing. And, sometimes we're held up in contempt by people who write columns, but, I guarantee you to every person on this stage there's something deep inside of us that would cause us to give up our livelihoods and step out on this stage and fight for the people of America. I've got five grandkids. I do not want to walk my five grandkids through the charred remains of a once great country called America, and say, ""Here you go, $20 trillion dollars of debt. Good luck making something out of this mess."" And, for those of us who are serious enough to run for president, think long and hard why we're here, and hopefully you'll know we're not here for ourselves. We honest to god are here to get this country back on track. I know this, I certainly am. ","HUCKABEE"
2015-08-28,"HUCKABEE: ...Thank you. ","HUCKABEE"
2015-08-28,"KASICH: I was on morning Joe at a town hall and a young student stood up and said, ""Can I still be idealistic?"" I said, absolutely, you can still change the world. And, you know the old inscription, if you save one life, you've changed the world. Folks, we have a problem here with the leadership in Washington, but I'll tell you another problem. We need to rebuild our families. We need to have stronger families. We need to know who our neighbors are. We need to come together as a country because we have to realize that America is great, not from the top-down. Oh yeah, we want to elect a good president, but America is great from the bottom-up, and the bottom-up is us in our families, in our communities, in our neighborhoods. We will renew America if we work together, and I am totally confident that we will. And God bless America. [applause] ","KASICH"
2015-09-16,"PAUL: Good evening, everyone. I'm an eye surgeon from Bowling Green, Kentucky. My wife, Kelly, and I have been married for nearly 25 years, and I spend my days defending the Constitution and the Bill of Rights. I think there's nothing more important than understanding that the Constitution restrains government, not the people. Thank you. [applause] ","PAUL"
2015-09-16,"HUCKABEE: I'm Mike Huckabee. I'm delighted to be on this stage with some remarkable fellow Republicans. None of us are a self-professed socialist. None of us on this state are under investigation by the FBI because we destroyed government records, or because we leaked secrets. I know that there are some in the Wall-Street-to-Washington axis of power who speak of all of us contemptuously. But I'm here to say that I think we are, in fact, the A team. We have some remarkable people, and, in fact, not only are we the A team; we even have our own Mr. T, who doesn't mind saying about others, ""you're a fool."" And I'm delighted to be here with all of these guys, and would put any of them in an administration that I led. Thank you very much. [applause] ","HUCKABEE"
2015-09-16,"RUBIO: Thank you. My name is Marco Rubio. I'm from Florida. My wife Jeanette and I are the proud <U+FFFD> we've been married 17 years, and we're the proud parents of four children, two of whom were able to join us here this evening. I'm honored to be here at the Reagan Library, at a place that honors the legacy of a man who inspired not just my interest in public service, but also our love for country. And I'm also aware that California has a drought, and so that's why I made sure I brought my own water. [laughter] ","RUBIO"
2015-09-16,"CRUZ: I'm Ted Cruz. I am the son of an Irish-Italian mom and a Cuban immigrant dad who fled oppression and came to America seeking freedom. I'm a husband to my best friend, Heidi, who's here tonight. I'm a dad to two little girls who are the loves of my life, Caroline and Catherine. If you're fed up with Washington, if you're looking for someone to stand up to career politicians in both parties, I'm the only one on this stage who has done that over and over again, and if we stand together, we can bring America back. ","CRUZ"
