pmid,sent,text,hedge
30251934,2,"Materials and Methods For this retrospective study, DLAD was developed by using 43 292 chest radiographs (normal radiograph-to-nodule radiograph ratio, 34 067:9225) in 34 676 patients (healthy-to-nodule ratio, 30 784:3892; 19 230 men [mean age, 52.8 years; age range, 18-99 years]; 15 446 women [mean age, 52.3 years; age range, 18-98 years]) obtained between 2010 and 2015, which were labeled and partially annotated by 13 board-certified radiologists, in a convolutional neural network.",0
30251934,3,Radiograph classification and nodule detection performances of DLAD were validated by using one internal and four external data sets from three South Korean hospitals and one U.S. hospital.,0
30251934,4,"For internal and external validation, radiograph classification and nodule detection performances of DLAD were evaluated by using the area under the receiver operating characteristic curve (AUROC) and jackknife alternative free-response receiver-operating characteristic (JAFROC) figure of merit (FOM), respectively.",0
30251934,5,"An observer performance test involving 18 physicians, including nine board-certified radiologists, was conducted by using one of the four external validation data sets.",0
30251934,6,"Performances of DLAD, physicians, and physicians assisted with DLAD were evaluated and compared.",0
30251934,7,"Results According to one internal and four external validation data sets, radiograph classification and nodule detection performances of DLAD were a range of 0.92-0.99 (AUROC) and 0.831-0.924 (JAFROC FOM), respectively.",0
30251934,8,"DLAD showed a higher AUROC and JAFROC FOM at the observer performance test than 17 of 18 and 15 of 18 physicians, respectively (P < .05), and all physicians showed improved nodule detection performances with DLAD (mean JAFROC FOM improvement, 0.043; range, 0.006-0.190; P < .05).",0
30251934,9,"Conclusion This deep learning-based automatic detection algorithm outperformed physicians in radiograph classification and nodule detection performance for malignant pulmonary nodules on chest radiographs, and it enhanced physicians' performances when used as a second reader.",0
30251934,10,"RSNA, 2018 Online supplemental material is available for this article.",0
31304372,1,Deep learning algorithms have been used to detect diabetic retinopathy (DR) with specialist-level accuracy.,0
31304372,2,"This study aims to validate one such algorithm on a large-scale clinical population, and compare the algorithm performance with that of human graders.",0
31304372,3,"A total of 25,326 gradable retinal images of patients with diabetes from the community-based, nationwide screening program of DR in Thailand were analyzed for DR severity and referable diabetic macular edema (DME).",0
31304372,4,Grades adjudicated by a panel of international retinal specialists served as the reference standard.,0
31304372,5,"Relative to human graders, for detecting referable DR (moderate NPDR or worse), the deep learning algorithm had significantly higher sensitivity (0.97 vs. 0.74, p < 0.001), and a slightly lower specificity (0.96 vs. 0.98, p < 0.001).",1
31304372,6,"Higher sensitivity of the algorithm was also observed for each of the categories of severe or worse NPDR, PDR, and DME (p < 0.001 for all comparisons).",0
31304372,7,The quadratic-weighted kappa for determination of DR severity levels by the algorithm and human graders was 0.85 and 0.78 respectively (p < 0.001 for the difference).,0
31304372,8,"Across different severity levels of DR for determining referable disease, deep learning significantly reduced the false negative rate (by 23%) at the cost of slightly higher false positive rates (2%).",1
31304372,9,Deep learning algorithms may serve as a valuable tool for DR screening.,1
30302633,1,"The patient-based diagnosis with an artificial neural network (ANN) has shown potential utility for the detection of coronary artery disease; however, the region-based accuracy of the detected regions has not been fully evaluated.",1
30302633,2,The aim of this study was to demonstrate the accuracy of all detected regions compared with expert interpretation.,0
30302633,3,"A total of 109 abnormal regions including 33 regions with stress defects and 76 regions with ischemia were examined, which were derived from 21 patients who underwent myocardial perfusion SPECT within 45 days of coronary angiography.",0
30302633,4,"The gray and color scale images, a polar map of stress, rest and difference, and left ventricular function were displayed on the monitor to score the extent and severity of stress defect and ischemia.",0
30302633,5,Two experienced nuclear medicine physicians (Observers A and B) scored the abnormality with a 4-point scale and draw abnormal regions on a polar map.,0
30302633,6,"The gold standard was determined by the final judgment of normal or abnormal by the consensus of two other independent expert nuclear cardiologists, and was compared with the stress defect and ischemia derived from ANN.",0
30302633,7,The concordance rate of ANN to the gold standard was higher than that of two observers.,0
30302633,8,"Furthermore, the κ coefficient indicated moderate to substantial agreement for stress defect and slight to the fair agreement for ischemia.",1
30302633,9,"The area under the curve (AUC) of ANN was the highest for both stress defect and ischemia; in particular, the ANN of ischemia showed significantly higher AUC than Observer A (p = 0.005).",0
30302633,10,"The ANN of stress defect showed higher specificity compared with two observers, while the ANN of ischemia showed higher sensitivity.",0
30302633,11,"Consequently, the accuracy of ANN showed the highest in this study.",0
30302633,12,The ANN-based regional diagnosis showed a high concordance rate with the gold standard and comparable or even higher than the interpretation by nuclear medicine physicians.,0
26886969,1,Convolutional neural networks (CNNs) are deep learning network architectures that have pushed forward the state-of-the-art in a range of computer vision applications and are increasingly popular in medical image analysis.,0
26886969,2,"However, training of CNNs is time-consuming and challenging.",0
26886969,3,"In medical image analysis tasks, the majority of training examples are easy to classify and therefore contribute little to the CNN learning process.",0
26886969,4,"In this paper, we propose a method to improve and speed-up the CNN training for medical image analysis tasks by dynamically selecting misclassified negative samples during training.",0
26886969,5,Training samples are heuristically sampled based on classification by the current status of the CNN.,0
26886969,6,Weights are assigned to the training samples and informative samples are more likely to be included in the next CNN training iteration.,0
26886969,7,We evaluated and compared our proposed method by training a CNN with (SeS) and without (NSeS) the selective sampling method.,0
26886969,8,We focus on the detection of hemorrhages in color fundus images.,0
26886969,9,A decreased training time from 170 epochs to 60 epochs with an increased performance-on par with two human experts-was achieved with areas under the receiver operating characteristics curve of 0.894 and 0.972 on two data sets.,0
26886969,10,The SeS CNN statistically outperformed the NSeS CNN on an independent test set.,0
30232049,1,"Based on international diagnostic guidelines, high-resolution CT plays a central part in the diagnosis of fibrotic lung disease.",0
30232049,2,"In the correct clinical context, when high-resolution CT appearances are those of usual interstitial pneumonia, a diagnosis of idiopathic pulmonary fibrosis can be made without surgical lung biopsy.",0
30232049,3,We investigated the use of a deep learning algorithm for provision of automated classification of fibrotic lung disease on high-resolution CT according to criteria specified in two international diagnostic guideline statements: the 2011 American Thoracic Society (ATS)/European Respiratory Society (ERS)/Japanese Respiratory Society (JRS)/Latin American Thoracic Association (ALAT) guidelines for diagnosis and management of idiopathic pulmonary fibrosis and the Fleischner Society diagnostic criteria for idiopathic pulmonary fibrosis.,0
30232049,4,"In this case-cohort study, for algorithm development and testing, a database of 1157 anonymised high-resolution CT scans showing evidence of diffuse fibrotic lung disease was generated from two institutions.",0
30232049,5,"We separated the scans into three non-overlapping cohorts (training set, n=929; validation set, n=89; and test set A, n=139) and classified them using 2011 ATS/ERS/JRS/ALAT idiopathic pulmonary fibrosis diagnostic guidelines.",0
30232049,6,"For each scan, the lungs were segmented and resampled to create a maximum of 500 unique four slice combinations, which we converted into image montages.",0
30232049,7,The final training dataset consisted of 420 096 unique montages for algorithm training.,0
30232049,8,"We evaluated algorithm performance, reported as accuracy, prognostic accuracy, and weighted κcoefficient (κw) of interobserver agreement, on test set A and a cohort of 150 high-resolution CT scans (test set B) with fibrotic lung disease compared with the majority vote of 91 specialist thoracic radiologists drawn from multiple international thoracic imaging societies.",0
30232049,9,We then reclassified high-resolution CT scans according to Fleischner Society diagnostic criteria for idiopathic pulmonary fibrosis.,0
30232049,10,We retrained the algorithm using these criteria and evaluated its performance on 75 fibrotic lung disease specific high-resolution CT scans compared with four specialist thoracic radiologists using weighted κ coefficient of interobserver agreement.,0
30232049,11,"|The accuracy of the algorithm on test set A was 76.4%, with 92.7% of diagnoses within one category.",0
30232049,12,The algorithm took 2.31 s to evaluate 150 four slice montages (each montage representing a single case from test set B).,0
30232049,13,"The median accuracy of the thoracic radiologists on test set B was 70.7% (IQR 65.3-74.7), and the accuracy of the algorithm was 73.3% (93.3% were within one category), outperforming 60 (66%) of 91 thoracic radiologists.",0
30232049,14,Median interobserver agreement between each of the thoracic radiologists and the radiologist's majority opinion was good (κw=0.67 [IQR 0.58-0.72]).,0
30232049,15,"Interobserver agreement between the algorithm and the radiologist's majority opinion was good (κw=0.69), outperforming 56 (62%) of 91 thoracic radiologists.",0
30232049,16,"The algorithm provided equally prognostic discrimination between usual interstitial pneumonia and non-usual interstitial pneumonia diagnoses (hazard ratio 2.88, 95% CI 1.79-4.61, p<0.0001) compared with the majority opinion of the thoracic radiologists (2.74, 1.67-4.48, p<0.0001).",0
30232049,17,"For Fleischner Society high-resolution CT criteria for usual interstitial pneumonia, median interobserver agreement between the radiologists was moderate (κw=0.56 [IQR 0.55-0.58]), but was good between the algorithm and the radiologists (κw=0.64 [0.55-0.72]).",1
30232049,18,"High-resolution CT evaluation by a deep learning algorithm might provide low-cost, reproducible, near-instantaneous classification of fibrotic lung disease with human-level accuracy.",1
30232049,19,"These methods could be of benefit to centres at which thoracic imaging expertise is scarce, as well as for stratification of patients in clinical trials.",1
30232049,20,None.,0
30996009,1,Computed tomography (CT) is essential for pulmonary nodule detection in diagnosing lung cancer.,0
30996009,2,"As deep learning algorithms have recently been regarded as a promising technique in medical fields, we attempt to integrate a well-trained deep learning algorithm to detect and classify pulmonary nodules derived from clinical CT images.",0
30996009,3,Open-source data sets and multicenter data sets have been used in this study.,0
30996009,4,A three-dimensional convolutional neural network (CNN) was designed to detect pulmonary nodules and classify them into malignant or benign diseases based on pathologically and laboratory proven results.,0
30996009,5,"The sensitivity and specificity of this well-trained model were found to be 84.4% (95% confidence interval [CI], 80.5%-88.3%) and 83.0% (95% CI, 79.5%-86.5%), respectively.",0
30996009,6,"Subgroup analysis of smaller nodules (<10 mm) have demonstrated remarkable sensitivity and specificity, similar to that of larger nodules (10-30 mm).",0
30996009,7,Additional model validation was implemented by comparing manual assessments done by different ranks of doctors with those performed by three-dimensional CNN.,0
30996009,8,The results show that the performance of the CNN model was superior to manual assessment.,0
30996009,9,"Under the companion diagnostics, the three-dimensional CNN with a deep learning algorithm may assist radiologists in the future by providing accurate and timely information for diagnosing pulmonary nodules in regular clinical practices.",1
30996009,10,The three-dimensional convolutional neural network described in this article demonstrated both high sensitivity and high specificity in classifying pulmonary nodules regardless of diameters as well as superiority compared with manual assessment.,0
30996009,11,"Although it still warrants further improvement and validation in larger screening cohorts, its clinical application could definitely facilitate and assist doctors in clinical practice.",1
30407743,1,"To evaluate the accuracy of deep convolutional neural networks (DCNNs) for detecting neck of femur (NoF) fractures on radiographs, in comparison with perceptual training in medically-naïve individuals.",0
30407743,2,This study extends a previous study that conducted perceptual training in medically-naïve individuals for the detection of NoF fractures on a variety of dataset sizes.,0
30407743,3,The same anteroposterior hip radiograph dataset was used to train two DCNNs (AlexNet and GoogLeNet) to detect NoF fractures.,0
30407743,4,"For direct comparison with perceptual training results, deep learning was completed across a variety of dataset sizes (200, 320 and 640 images) with images split into training (80%) and validation (20%).",0
30407743,5,An additional 160 images were used as the final test set.,0
30407743,6,Multiple pre-processing and augmentation techniques were utilised.,0
30407743,7,AlexNet and GoogLeNet DCNNs NoF fracture detection accuracy increased with larger training dataset sizes and mildly with augmentation.,1
30407743,8,Accuracy increased from 81.9% and 88.1% to 89.4% and 94.4% for AlexNet and GoogLeNet respectively.,0
30407743,9,"Similarly, the test accuracy for the perceptual training in top-performing medically-naïve individuals increased from 87.6% to 90.5% when trained on 640 images compared with 200 images.",0
30407743,10,Single detection tasks in radiology are commonly used in DCNN research with their results often used to make broader claims about machine learning being able to perform as well as subspecialty radiologists.,0
30407743,11,"This study suggests that as impressive as recognising fractures is for a DCNN, similar learning can be achieved by top-performing medically-naïve humans with less than 1 hour of perceptual training.",1
31110349,1,"With an estimated 160,000 deaths in 2018, lung cancer is the most common cause of cancer death in the United States1.",0
31110349,2,Lung cancer screening using low-dose computed tomography has been shown to reduce mortality by 20-43% and is now included in US screening guidelines1-6.,0
31110349,3,Existing challenges include inter-grader variability and high false-positive and false-negative rates7-10.,0
31110349,4,We propose a deep learning algorithm that uses a patient's current and prior computed tomography volumes to predict the risk of lung cancer.,0
31110349,5,"Our model achieves a state-of-the-art performance (94.4% area under the curve) on 6,716 National Lung Cancer Screening Trial cases, and performs similarly on an independent clinical validation set of 1,139 cases.",0
31110349,6,We conducted two reader studies.,0
31110349,7,"When prior computed tomography imaging was not available, our model outperformed all six radiologists with absolute reductions of 11% in false positives and 5% in false negatives.",0
31110349,8,"Where prior computed tomography imaging was available, the model performance was on-par with the same radiologists.",0
31110349,9,This creates an opportunity to optimize the screening process via computer assistance and automation.,0
31110349,10,"While the vast majority of patients remain unscreened, we show the potential for deep learning models to increase the accuracy, consistency and adoption of lung cancer screening worldwide.",0
30497907,1,"Although the deep learning system has been applied to interpretation of medical images, its application to the diagnosis of cervical lymph nodes in patients with oral cancer has not yet been reported.",0
30497907,2,The purpose of this study was to evaluate the performance of deep learning image classification for diagnosis of lymph node metastasis.,0
30497907,3,The imaging data used for evaluation consisted of computed tomography (CT) images of 127 histologically proven positive cervical lymph nodes and 314 histologically proven negative lymph nodes from 45 patients with oral squamous cell carcinoma.,0
30497907,4,The performance of a deep learning image classification system for the diagnosis of lymph node metastasis on CT images was compared with the diagnostic interpretations of 2 experienced radiologists by using the Mann-Whitney U test and χ2 analysis.,0
30497907,5,"The performance of the deep learning image classification system resulted in accuracy of 78.2%, sensitivity of 75.4%, specificity of 81.0%, positive predictive value of 79.9%, negative predictive value of 77.1%, and area under the receiver operating characteristic curve of 0.80.",0
30497907,6,These values were not significantly different from those found by the radiologists.,0
30497907,7,"The deep learning system yielded diagnostic results similar to those of the radiologists, which suggests that this system may be valuable for diagnostic support.",1
29215311,8,"Evaluation time for the test data set were 3.7 s (DLS) and 28, 22 and 25 min for human readers (decreasing experience).",0
29215311,9,"Receiver operating characteristic analysis revealed non-significant differences (p-values 0.45-0.47) in the area under the curve of 0.84 (DLS), 0.88 (experienced and intermediate readers) and 0.79 (inexperienced reader).",0
29215311,12,Advances in knowledge: DLS can be trained classify cancer on breast ultrasound images high accuracy even with comparably few training cases.,0
29215311,13,The fast evaluation speed makes real-time image analysis feasible.,0
30481176,1,Magnetic resonance imaging (MRI) of the knee is the preferred method for diagnosing knee injuries.,0
30481176,2,"However, interpretation of knee MRI is time-intensive and subject to diagnostic error and variability.",0
30481176,3,An automated system for interpreting knee MRI could prioritize high-risk patients and assist clinicians in making diagnoses.,1
30481176,4,"Deep learning methods, in being able to automatically learn layers of features, are well suited for modeling the complex relationships between medical images and their interpretations.",0
30481176,5,In this study we developed a deep learning model for detecting general abnormalities and specific diagnoses (anterior cruciate ligament [ACL] tears and meniscal tears) on knee MRI exams.,0
30481176,6,We then measured the effect of providing the model's predictions to clinical experts during interpretation.,0
30481176,7,"Our dataset consisted of 1,370 knee MRI exams performed at Stanford University Medical Center between January 1, 2001, and December 31, 2012 (mean age 38.0 years; 569 [41.5%] female patients).",0
30481176,8,The majority vote of 3 musculoskeletal radiologists established reference standard labels on an internal validation set of 120 exams.,0
30481176,9,"We developed MRNet, a convolutional neural network for classifying MRI series and combined predictions from 3 series per exam using logistic regression.",0
30481176,10,"In detecting abnormalities, ACL tears, and meniscal tears, this model achieved area under the receiver operating characteristic curve (AUC) values of 0.937 (95% CI 0.895, 0.980), 0.965 (95% CI 0.938, 0.993), and 0.847 (95% CI 0.780, 0.914), respectively, on the internal validation set.",0
30481176,11,"We also obtained a public dataset of 917 exams with sagittal T1-weighted series and labels for ACL injury from Clinical Hospital Centre Rijeka, Croatia.",0
30481176,12,"On the external validation set of 183 exams, the MRNet trained on Stanford sagittal T2-weighted series achieved an AUC of 0.824 (95% CI 0.757, 0.892) in the detection of ACL injuries with no additional training, while an MRNet trained on the rest of the external data achieved an AUC of 0.911 (95% CI 0.864, 0.958).",0
30481176,13,"We additionally measured the specificity, sensitivity, and accuracy of 9 clinical experts (7 board-certified general radiologists and 2 orthopedic surgeons) on the internal validation set both with and without model assistance.",0
30481176,14,"Using a 2-sided Pearson's chi-squared test with adjustment for multiple comparisons, we found no significant differences between the performance of the model and that of unassisted general radiologists in detecting abnormalities.",0
30481176,15,General radiologists achieved significantly higher sensitivity in detecting ACL tears (p-value = 0.002; q-value = 0.019) and significantly higher specificity in detecting meniscal tears (p-value = 0.003; q-value = 0.019).,1
30481176,16,"Using a 1-tailed t test on the change in performance metrics, we found that providing model predictions significantly increased clinical experts' specificity in identifying ACL tears (p-value < 0.001; q-value = 0.006).",0
30481176,17,The primary limitations of our study include lack of surgical ground truth and the small size of the panel of clinical experts.,0
30481176,18,Our deep learning model can rapidly generate accurate clinical pathology classifications of knee MRI exams from both internal and external datasets.,0
30481176,19,"Moreover, our results support the assertion that deep learning models can improve the performance of clinical experts during medical imaging interpretation.",0
30481176,20,Further research is needed to validate the model prospectively and to determine its utility in the clinical setting.,0
28167406,1,"When left untreated, age-related macular degeneration (AMD) is the leading cause of vision loss in people over fifty in the US.",0
28167406,2,Currently it is estimated that about eight million US individuals have the intermediate stage of AMD that is often asymptomatic with regard to visual deficit.,0
28167406,3,These individuals are at high risk for progressing to the advanced stage where the often treatable choroidal neovascular form of AMD can occur.,0
28167406,4,"Careful monitoring to detect the onset and prompt treatment of the neovascular form as well as dietary supplementation can reduce the risk of vision loss from AMD, therefore, preferred practice patterns recommend identifying individuals with the intermediate stage in a timely manner.",0
28167406,5,Past automated retinal image analysis (ARIA) methods applied on fundus imagery have relied on engineered and hand-designed visual features.,0
28167406,6,We instead detail the novel application of a machine learning approach using deep learning for the problem of ARIA and AMD analysis.,0
28167406,7,We use transfer learning and universal features derived from deep convolutional neural networks (DCNN).,0
28167406,8,"We address clinically relevant 4-class, 3-class, and 2-class AMD severity classification problems.",0
28167406,9,"Using 5664 color fundus images from the NIH AREDS dataset and DCNN universal features, we obtain values for accuracy for the (4-, 3-, 2-) class classification problem of (79.4%, 81.5%, 93.4%) for machine vs. (75.8%, 85.0%, 95.2%) for physician grading.",0
28167406,10,This study demonstrates the efficacy of machine grading based on deep universal features/transfer learning when applied to ARIA and is a promising step in providing a pre-screener to identify individuals with intermediate AMD and also as a tool that can facilitate identifying such individuals for clinical studies aimed at developing improved therapies.,0
28167406,11,It also demonstrates comparable performance between computer and physician grading.,0
30242349,1,"Although deep learning (DL) can identify the intermediate or advanced stages of age-related macular degeneration (AMD) as a binary yes or no, stratified gradings using the more granular Age-Related Eye Disease Study (AREDS) 9-step detailed severity scale for AMD provide more precise estimation of 5-year progression to advanced stages.",0
30242349,2,"The AREDS 9-step detailed scale's complexity and implementation solely with highly trained fundus photograph graders potentially hampered its clinical use, warranting development and use of an alternate AREDS simple scale, which although valuable, has less predictive ability.",1
30242349,3,To describe DL techniques for the AREDS 9-step detailed severity scale for AMD to estimate 5-year risk probability with reasonable accuracy.,0
30242349,4,"This study used data collected from November 13, 1992, to November 30, 2005, from 4613 study participants of the AREDS data set to develop deep convolutional neural networks that were trained to provide detailed automated AMD grading on several AMD severity classification scales, using a multiclass classification setting.",0
30242349,5,"Two AMD severity classification problems using criteria based on 4-step (AMD-1, AMD-2, AMD-3, and AMD-4 from classifications developed for AREDS eligibility criteria) and 9-step (from AREDS detailed severity scale) AMD severity scales were investigated.",0
30242349,6,The performance of these algorithms was compared with a contemporary human grader and against a criterion standard (fundus photograph reading center graders) used at the time of AREDS enrollment and follow-up.,0
30242349,7,"Three methods for estimating 5-year risk were developed, including one based on DL regression.",0
30242349,8,"Data were analyzed from December 1, 2017, through April 15, 2018.",0
30242349,9,Weighted κ scores and mean unsigned errors for estimating 5-year risk probability of progression to advanced AMD.,0
30242349,10,|This study used 67 401 color fundus images from the 4613 study participants.,0
30242349,11,The weighted κ scores were 0.77 for the 4-step and 0.74 for the 9-step AMD severity scales.,0
30242349,12,The overall mean estimation error for the 5-year risk ranged from 3.5% to 5.3%.,0
30242349,13,"These findings suggest that DL AMD grading has, for the 4-step classification evaluation, performance comparable with that of humans and achieves promising results for providing AMD detailed severity grading (9-step classification), which normally requires highly trained graders, and for estimating 5-year risk of progression to advanced AMD.",1
30242349,14,"Use of DL has the potential to assist physicians in longitudinal care for individualized, detailed risk assessment as well as clinical studies of disease progression during treatment or as public screening or monitoring worldwide.",1
30835218,1,Multi-parametric MRI (mp-MRI) is considered the best non-invasive imaging modality for diagnosing prostate cancer (PCa).,0
30835218,2,"However, mp-MRI for PCa diagnosis is currently limited by the qualitative or semi-quantitative interpretation criteria, leading to inter-reader variability and a suboptimal ability to assess lesion aggressiveness.",0
30835218,3,"Convolutional neural networks (CNNs) are a powerful method to automatically learn the discriminative features for various tasks, including cancer detection.",0
30835218,4,"We propose a novel multi-class CNN, FocalNet, to jointly detect PCa lesions and predict their aggressiveness using Gleason score (GS).",0
30835218,5,FocalNet characterizes lesion aggressiveness and fully utilizes distinctive knowledge from mp-MRI.,0
30835218,6,We collected a prostate mp-MRI dataset from 417 patients who underwent 3T mp-MRI exams prior to robotic-assisted laparoscopic prostatectomy.,0
30835218,7,FocalNet was trained and evaluated in this large study cohort with fivefold cross validation.,0
30835218,8,"In the free-response receiver operating characteristics (FROC) analysis for lesion detection, FocalNet achieved 89.7% and 87.9% sensitivity for index lesions and clinically significant lesions at one false positive per patient, respectively.",0
30835218,9,"For the GS classification, evaluated by the receiver operating characteristics (ROC) analysis, FocalNet received the area under the curve of 0.81 and 0.79 for the classifications of clinically significant PCa (GS ≥ 3 + 4) and PCa with GS ≥ 4 + 3, respectively.",0
30835218,10,"With the comparison to the prospective performance of radiologists using the current diagnostic guideline, FocalNet demonstrated comparable detection sensitivity for index lesions and clinically significant lesions, only 3.4% and 1.5% lower than highly experienced radiologists without statistical significance.",1
30224757,1,"Visual inspection of histopathology slides is one of the main methods used by pathologists to assess the stage, type and subtype of lung tumors.",0
30224757,2,"Adenocarcinoma (LUAD) and squamous cell carcinoma (LUSC) are the most prevalent subtypes of lung cancer, and their distinction requires visual inspection by an experienced pathologist.",0
30224757,3,"In this study, we trained a deep convolutional neural network (inception v3) on whole-slide images obtained from The Cancer Genome Atlas to accurately and automatically classify them into LUAD, LUSC or normal lung tissue.",0
30224757,4,"The performance of our method is comparable to that of pathologists, with an average area under the curve (AUC) of 0.97.",0
30224757,5,"Our model was validated on independent datasets of frozen tissues, formalin-fixed paraffin-embedded tissues and biopsies.",0
30224757,6,"Furthermore, we trained the network to predict the ten most commonly mutated genes in LUAD.",0
30224757,7,"We found that six of them-STK11, EGFR, FAT1, SETBP1, KRAS and TP53-can be predicted from pathology images, with AUCs from 0.733 to 0.856 as measured on a held-out population.",0
30224757,8,These findings suggest that deep-learning models can assist pathologists in the detection of cancer subtype or gene mutations.,1
30224757,9,"Our approach can be applied to any cancer type, and the code is available at https://github.com/ncoudray/DeepPATH .",0
30104768,1,The volume and complexity of diagnostic imaging is increasing at a pace faster than the availability of human expertise to interpret it.,0
30104768,2,Artificial intelligence has shown great promise in classifying two-dimensional photographs of some common diseases and typically relies on databases of millions of annotated images.,0
30104768,3,"Until now, the challenge of reaching the performance of expert clinicians in a real-world clinical pathway with three-dimensional diagnostic scans has remained unsolved.",0
30104768,4,"Here, we apply a novel deep learning architecture to a clinically heterogeneous set of three-dimensional optical coherence tomography scans from patients referred to a major eye hospital.",0
30104768,5,"We demonstrate performance in making a referral recommendation that reaches or exceeds that of experts on a range of sight-threatening retinal diseases after training on only 14,884 scans.",0
30104768,6,"Moreover, we demonstrate that the tissue segmentations produced by our architecture act as a device-independent representation; referral accuracy is maintained when using tissue segmentations from a different type of device.",0
30104768,7,Our work removes previous barriers to wider clinical use without prohibitive training data requirements across multiple pathologies in a real-world setting.,0
30422093,1,Purpose To assess the ability of convolutional neural networks (CNNs) to enable high-performance automated binary classification of chest radiographs.,0
30422093,2,"Materials and Methods In a retrospective study, 216 431 frontal chest radiographs obtained between 1998 and 2012 were procured, along with associated text reports and a prospective label from the attending radiologist.",0
30422093,3,This data set was used to train CNNs to classify chest radiographs as normal or abnormal before evaluation on a held-out set of 533 images hand-labeled by expert radiologists.,0
30422093,4,"The effects of development set size, training set size, initialization strategy, and network architecture on end performance were assessed by using standard binary classification metrics; detailed error analysis, including visualization of CNN activations, was also performed.",0
30422093,5,Results Average area under the receiver operating characteristic curve (AUC) was 0.96 for a CNN trained with 200 000 images.,0
30422093,6,"This AUC value was greater than that observed when the same model was trained with 2000 images (AUC = 0.84, P < .005) but was not significantly different from that observed when the model was trained with 20 000 images (AUC = 0.95, P > .05).",0
30422093,7,"Averaging the CNN output score with the binary prospective label yielded the best-performing classifier, with an AUC of 0.98 (P < .005).",0
30422093,8,Analysis of specific radiographs revealed that the model was heavily influenced by clinically relevant spatial regions but did not reliably generalize beyond thoracic disease.,0
30422093,9,Conclusion CNNs trained with a modestly sized collection of prospectively labeled chest radiographs achieved high diagnostic performance in the classification of chest radiographs as normal or abnormal; this function may be useful for automated prioritization of abnormal chest radiographs.,1
30422093,10,"RSNA, 2018 Online supplemental material is available for this article.",0
30422093,11,See also the editorial by van Ginneken in this issue.,0
29234806,1,Application of deep learning algorithms to whole-slide pathology images can potentially improve diagnostic accuracy and efficiency.,1
29234806,2,Assess the performance of automated deep learning algorithms at detecting metastases in hematoxylin and eosin-stained tissue sections of lymph nodes of women with breast cancer and compare it with pathologists' diagnoses in a diagnostic setting.,0
29234806,3,Researcher challenge competition (CAMELYON16) to develop automated solutions for detecting lymph node metastases (November 2015-November 2016).,0
29234806,4,A training data set of whole-slide images from 2 centers in the Netherlands with (n = 110) and without (n = 160) nodal metastases verified by immunohistochemical staining were provided to challenge participants to build algorithms.,0
29234806,5,Algorithm performance was evaluated in an independent test set of 129 whole-slide images (49 with and 80 without metastases).,0
29234806,6,"The same test set of corresponding glass slides was also evaluated by a panel of 11 pathologists with time constraint (WTC) from the Netherlands to ascertain likelihood of nodal metastases for each slide in a flexible 2-hour session, simulating routine pathology workflow, and by 1 pathologist without time constraint (WOTC).",0
29234806,7,Deep learning algorithms submitted as part of a challenge competition or pathologist interpretation.,0
29234806,8,The presence of specific metastatic foci and the absence vs presence of lymph node metastasis in a slide or image using receiver operating characteristic curve analysis.,0
29234806,9,"The 11 pathologists participating in the simulation exercise rated their diagnostic confidence as definitely normal, probably normal, equivocal, probably tumor, or definitely tumor.",0
29234806,10,The area under the receiver operating characteristic curve (AUC) for the algorithms ranged from 0.556 to 0.994.,0
29234806,11,"The top-performing algorithm achieved a lesion-level, true-positive fraction comparable with that of the pathologist WOTC (72.4% [95% CI, 64.3%-80.4%]) at a mean of 0.0125 false-positives per normal whole-slide image.",0
29234806,12,"For the whole-slide image classification task, the best algorithm (AUC, 0.994 [95% CI, 0.983-0.999]) performed significantly better than the pathologists WTC in a diagnostic simulation (mean AUC, 0.810 [range, 0.738-0.884]; P < .001).",0
29234806,13,"The top 5 algorithms had a mean AUC that was comparable with the pathologist interpreting the slides in the absence of time constraints (mean AUC, 0.960 [range, 0.923-0.994] for the top 5 algorithms vs 0.966 [95% CI, 0.927-0.998] for the pathologist WOTC).",0
29234806,14,"In the setting of a challenge competition, some deep learning algorithms achieved better diagnostic performance than a panel of 11 pathologists participating in a simulation exercise designed to mimic routine pathology workflow; algorithm performance was comparable with an expert pathologist interpreting whole-slide images without time constraints.",0
29234806,15,Whether this approach has clinical utility will require evaluation in a clinical setting.,0
28117445,1,"Skin cancer, the most common human malignancy, is primarily diagnosed visually, beginning with an initial clinical screening and followed potentially by dermoscopic analysis, a biopsy and histopathological examination.",0
28117445,2,Automated classification of skin lesions using images is a challenging task owing to the fine-grained variability in the appearance of skin lesions.,0
28117445,3,Deep convolutional neural networks (CNNs) show potential for general and highly variable tasks across many fine-grained object categories.,0
28117445,4,"Here we demonstrate classification of skin lesions using a single CNN, trained end-to-end from images directly, using only pixels and disease labels as inputs.",0
28117445,5,"We train a CNN using a dataset of 129,450 clinical images-two orders of magnitude larger than previous datasets-consisting of 2,032 different diseases.",0
28117445,6,We test its performance against 21 board-certified dermatologists on biopsy-proven clinical images with two critical binary classification use cases: keratinocyte carcinomas versus benign seborrheic keratoses; and malignant melanomas versus benign nevi.,0
28117445,7,"The first case represents the identification of the most common cancers, the second represents the identification of the deadliest skin cancer.",0
28117445,8,"The CNN achieves performance on par with all tested experts across both tasks, demonstrating an artificial intelligence capable of classifying skin cancer with a level of competence comparable to dermatologists.",0
28117445,9,"Outfitted with deep neural networks, mobile devices can potentially extend the reach of dermatologists outside of the clinic.",1
